[(116.3874752147618, 39.946649714675885), (116.38805944292912, 39.936960793589115), (116.39375609181303, 39.93730429341819), (116.39317186364572, 39.94699321450496), (116.3874752147618, 39.946649714675885), 87.29999999999995, (116.39061565328743, 39.94197700404703), 1079.0, 487.0, 1996.1229999999998, 0]
[(116.3964700218834, 39.94716084844748), (116.39681374357492, 39.939234951425206), (116.40221759999999, 39.939469300000006), (116.40187387830846, 39.94739519702228), (116.3964700218834, 39.94716084844748), 90.20000000000005, (116.39934381094169, 39.94331507422375), 882.0, 461.0, 1664.2720000000002, 1]
[(116.40257558061033, 39.93426871586413), (116.40224843833671, 39.944179623475605), (116.39662490000002, 39.943994), (116.39695204227364, 39.934083092388526), (116.40257558061033, 39.93426871586413), 269.1, (116.39960024030516, 39.93913135793207), 1102.0, 480.0, 2062.492, 2]
[(116.41513180000001, 39.936698500000006), (116.41517294505582, 39.93084845677749), (116.41958670000001, 39.9308795), (116.41954555494421, 39.93672954322252), (116.41513180000001, 39.936698500000006), 87.10000000000002, (116.41735924999999, 39.933789000000004), 651.0, 376.0, 1384.5549999999998, 3]
[(116.4150595506129, 39.938456812279775), (116.41528329198987, 39.93149745362923), (116.41966864137696, 39.93163844134945), (116.41944489999999, 39.9385978), (116.4150595506129, 39.938456812279775), 89.0, (116.41736409599493, 39.93504762681461), 774.0, 374.0, 1469.7, 4]
[(116.40252319999998, 39.9335596), (116.4023721705361, 39.94080225587089), (116.39678746106509, 39.94068579918809), (116.39693849052897, 39.9334431433172), (116.40252319999998, 39.9335596), 267.8, (116.39965533053252, 39.93712269959404), 805.0, 476.0, 1662.094, 5]
[(116.3874752147618, 39.946649714675885), (116.3880482511161, 39.93714640017093), (116.39374490000002, 39.9374899), (116.39317186364572, 39.94699321450496), (116.3874752147618, 39.946649714675885), 87.29999999999995, (116.39061005738093, 39.942069807337944), 1058.0, 487.0, 1975.3390000000002, 6]
[(116.39647003641902, 39.94716085001586), (116.39680665399399, 39.93939729627783), (116.4022105, 39.9396316), (116.40187388242502, 39.94739515373803), (116.39647003641902, 39.94716085001586), 90.20000000000005, (116.39934026820953, 39.94339622500793), 864.0, 461.0, 1646.2150000000001, 7]
[(116.4025172219704, 39.93290589741987), (116.4023437219704, 39.94268759741987), (116.396706, 39.9425876), (116.3968795, 39.932805900000005), (116.4025172219704, 39.93290589741987), 267.8, (116.3996116109852, 39.937746748709934), 1088.0, 481.0, 1947.5130000000004, 8]
[(116.4151318, 39.9366985), (116.41524326723209, 39.930006166152175), (116.41962876094385, 39.93007921075164), (116.41951729371176, 39.936771544599466), (116.4151318, 39.9366985), 87.10000000000002, (116.41738028047189, 39.933388855375824), 744.0, 374.0, 1417.6079999999997, 9]
[(116.41507525453478, 39.93845731715634), (116.41532328585652, 39.93074243246275), (116.41969293132172, 39.930882915306405), (116.41944489999999, 39.9385978), (116.41507525453478, 39.93845731715634), 89.0, (116.41738409292824, 39.93467011623138), 858.0, 373.0, 1486.6409999999998, 10]
[(116.39647005528185, 39.94716085205081), (116.39679736751586, 39.93961005448267), (116.4022012, 39.93984429999999), (116.40187388776599, 39.947395097568126), (116.39647005528185, 39.94716085205081), 90.20000000000005, (116.39933562764092, 39.943502576025395), 840.0, 461.0, 1622.5510000000002, 11]
[(116.40251487680639, 39.93289549568343), (116.4023699768064, 39.94200939568344), (116.39673460000002, 39.94191980000001), (116.39687950000001, 39.9328059), (116.40251487680639, 39.93289549568343), 267.8, (116.39962473840322, 39.937407647841724), 1012.9999999999999, 481.0, 1873.217, 12]
[(116.41513180000001, 39.936698500000006), (116.41517294505582, 39.93084845677749), (116.41958670000001, 39.9308795), (116.41954555494421, 39.93672954322252), (116.41513180000001, 39.936698500000006), 87.10000000000002, (116.41735924999999, 39.933789000000004), 651.0, 376.0, 1328.562, 13]
[(116.41507525453478, 39.93845731715634), (116.41531869435205, 39.93088524881074), (116.41968833981726, 39.931025731654394), (116.41944489999999, 39.9385978), (116.41507525453478, 39.93845731715634), 89.0, (116.41738179717603, 39.93474152440536), 842.0, 373.0, 1470.7559999999999, 14]
[(116.38748085619481, 39.946650148927475), (116.38803171415816, 39.937302483052235), (116.39372350000002, 39.937637900000006), (116.39317264203667, 39.946985565875245), (116.38748085619481, 39.946650148927475), 87.29999999999995, (116.39060217809742, 39.942144024463744), 1040.0, 487.0, 1958.7810000000002, 15]
[(116.4150595506129, 39.938456812279775), (116.41530758193463, 39.93074192758618), (116.41969293132172, 39.930882915306405), (116.41944489999999, 39.9385978), (116.4150595506129, 39.938456812279775), 90.89999999999998, (116.4173762409673, 39.93466986379309), 858.0, 374.0, 1475.273, 16]
[(116.40251181433716, 39.93288217309334), (116.40239831433716, 39.94126347309334), (116.39676599999999, 39.9411872), (116.39687949999998, 39.9328059), (116.40251181433716, 39.93288217309334), 267.8, (116.3996389071686, 39.937034686546674), 932.0, 480.0, 1791.712, 17]
[(116.4151318, 39.9366985), (116.41524326723209, 39.930006166152175), (116.41962876094385, 39.93007921075164), (116.41951729371176, 39.936771544599466), (116.4151318, 39.9366985), 87.10000000000002, (116.41738028047189, 39.933388855375824), 744.0, 374.0, 1409.688, 18]
